Review,Label
"The Shawshank Redemption was my favourite movie for many years, but it was beaten after i watched the good the bad and the ugly; but that doesn't change anything a felt about this movie and how brilliant it really is. This movie has the best character development in movie history! It shows the way prison life has on people; especially those who have been wrongly accused, the slow decent into madness and depression as the years go by. Also, theres not many movies that make you truly hate a character because of there wicked and evil acts, Warden Norton and Captain Hadley are deceptive and cruel to the inmates of the prison, and i smiled when there story came to an end. The leading Actors such as Tim Robbins and Morgan Freeman display some of the finest acting in movie history, their skills make the audience feel sorry for them at emotional times in the movie and its difficult for a movie to make the audience feel that way. As for the script, it is written perfectly and is major highlight the movie, again; this is improved further because of the amazing performances from the cast. the story is a story of loss, hope... and redemption, it may seem like a normal prison movie at first, but soon enough you'll really begin to appreciate how inspirational the movie really is. As the for the climax, The Shawshank Redemption has one of the most bitter sweet endings of all time. In conclusion, The Shawshank Redemption is without a doubt one of the greatest movies of all time, it will be remembered in the media until the end of days; this is the movie the directors of today should watch to see what cinema is all about.",1
"On the plus side the acting is very fine throughout. Scenes are nicely set up and the cinematography is generally excellent. The plot is interesting, characters well drawn, and the script reasonably intelligent. Ledger is as advertised, consistently in charge of his role and the film when on screen. He is a very fine physical actor as well as convincing in closeups. He didn't have a false note throughout, a tough achievement when playing essentially a one note character who is off the wall. Negatives: the film could be improved with 1/2 hour of excess trimmed. Some plot contrivances didn't work to forward the action, especially in the second half where plot and action dragged because scenes just wouldn't end. There is too much of stylized crashes and explosions, to the point where they lose any effect. And the plot twist is so far outside reason it just doesn't work, especially with the ridiculous CGI display. However with all that the movie is probably worth seeing, if you like blockbusters and their attendant frailties.",1
"Shawshank Redemption is one of the greatest movies of all time. It is a must see. The Acting by the two protagonists are spectacular. The use of Music in this movie is genius. And the camera work gives hope to any aspiring film maker. It also gives hope to the entire cinema world. 1994 what a year for movies! I end with a quote ""he dispersed like a fart in the wind.""",1
"This film is NOTHING like what the advertisments are calling it.  It is not a ""ROCKY"" for the next generation.  It is a very odd, unique, original film that may disturb viewers.  I myself have seen hundreds of films, and it takes alot to distrub me, but Fight Club did it. This film is very good, and should be seen by those who can handle it. Word to the wise though...the ending is a little hard to swallow.",1
"The Shawshank Redemption is a well-crafted prison drama and another great movie to add to Frank Darabont's impressive filmography. Morgan Freeman is the standout as one of the most endearing characters in cinema history, while Tim Robbins and a host of excellent character actors fill out an outstanding ensemble cast that make you feel like you are there with them in that prison. This is an emotionally satisfying film with many memorable character moments sprinkled into an otherwise pretty standard plot. While I find it to be a little too sensitive at times, this is an excellent motion picture and a must see. It may deserve to be generally regarded as (one of) the most overrated film(s) ever made, but it is above all a wonderful, uplifting and deeply touching tale of hope and perseverance that certainly deserves to be remembered as one of the best adaptations of a Stephen King story.",1
"I watched Batman Begins immediately before seeing Dark Knight, and Batman Begins was definitely more 'real' than Dark Knight, more gritty, and a more coherent, smooth screenplay. No doubt Heath Ledgers' Joker is a superb Villain - to go down in the history books as one of the best all time on the big screen, however he was misused and underused. He had a grasp on the character like no one else, yet they didn't have near the character development they should have for him, and they lost focus almost making the movie more about Harvey Dent (played with a bland performance by Aaron Eckhart) than the Joker. Bruce Wayne comes on the scene much less humble and down to earth than his character in Batman Begins, and Maggie Gyllenhaal's character was more annoying and less lovable than Katie Holmes' rendition. It felt like there was just too much money put into this that took the focus off of making the storyline tight, and instead was about how many different things can we do with the money.Cinematography was good with several picturesque shots, stunt work was spectacular, and the Joker was insane and intoxicating, however without him the movie would be sub par. It's a shame.",1
"Such a classic. Even though they are in prison and cant do much, they give a lot of good advice in life and its very enjoyable to say the least to watch their characters.The movie is a roller coaster ride of good feelings and bad.",1
"Fight Club will be prodded, studied and viewed for years. Whether its putting down the fascist ideals of conservative America, its speaking volumes about the pointless intricacies of wealth and status. Fight Club isn't about violence, its about the expunging of shallow capitalist maxims and rebirth, an epiphany of real life.Granted, the film's own preaching can be twisted and used against it, but the inherent messages one can derive from such a film will be deeper and more meaningful than your trite romance or teen-sex comedy. A gem for all who have seen it.",1
"The Shawshank Redemption"" is a movie about time, patience and loyalty not sexy qualities, perhaps, but they grow on you during the subterranean progress of this story, which is about how two men serving life sentences in prison become friends and find a way to fight off despair. The story is narrated by ""Red"" Redding (Morgan Freeman), who has been inside the walls of Shawshank Prison for a very long time and is its leading entrepreneur. He can get you whatever you need: cigarettes, candy, even a little rock pick like an amateur geologist might use. One day he and his fellow inmates watch the latest of prisoners unload, and they make bets on who will cry during their first night in prison, and who will not. Red bets on a tall, lanky guy named Andy Dufresne (Tim Robbins), who looks like a babe in the woods.But Andy does not cry, and Red loses the cigarettes he wagered. Andy turns out to be a surprise to everyone in Shawshank, because within him is such a powerful reservoir of determination and strength that nothing seems to break him. Andy was a banker on the outside, and he's in for murder. He's apparently innocent, and there are all sorts of details involving his case, but after a while they take on a kind of unreality; all that counts inside prison is its own society -- who is strong, who is not -- and the measured passage of time.Red is also a lifer. From time to time, measuring the decades, he goes up in front of the parole board, and they measure the length of his term (20 years, 30 years) and ask him if he thinks he has been rehabilitated. Oh, most surely, yes, he replies; but the fire goes out of his assurances as the years march past, and there is the sense that he has been institutionalized -- that, like another old lifer who kills himself after being paroled, he can no longer really envision life on the outside.Red's narration of the story allows him to speak for all of the prisoners, who sense a fortitude and integrity in Andy that survives the years. Andy will not kiss butt. He will not back down. But he is not violent, just formidably sure of himself. For the warden (Bob Gunton), he is both a challenge and a resource; Andy knows all about bookkeeping and tax preparation, and before long he's been moved out of his prison job in the library and assigned to the warden's office, where he sits behind an adding machine and keeps tabs on the warden's ill-gotten gains. His fame spreads, and eventually he's doing the taxes and pension plans for most of the officials of the local prison system.There are key moments in the film, as when Andy uses his clout to get some cold beers for his friends who are working on a roofing job. Or when he befriends the old prison librarian (James Whitmore). Or when he oversteps his boundaries and is thrown into solitary confinement. What quietly amazes everyone in the prison -- and us, too -- is the way he accepts the good and the bad as all part of some larger pattern than only he can fully see.The partnership between the characters played by Tim Robbins and Morgan Freeman is crucial to the way the story unfolds. This is not a ""prison drama"" in any conventional sense of the word. It is not about violence, riots or melodrama. The word ""redemption"" is in the title for a reason. The movie is based on a story, Rita Hayworth and the Shawshank Redemption, by Stephen King, which is quite unlike most of King's work. The horror here is not of the supernatural kind, but of the sort that flows from the realization than 10, 20, 30 years of a man's life have unreeled in the same unchanging daily prison routine.The director, Frank Darabont, paints the prison in drab grays and shadows, so that when key events do occur, they seem to have a life of their own.Andy, as played by Robbins, keeps his thoughts to himself. Red, as Freeman plays him, is therefore a crucial element in the story: His close observation of this man, down through the years, provides the way we monitor changes and track the measure of his influence on those around him. And all the time there is something else happening, hidden and secret, which is revealed only at the end.""The Shawshank Redemption"" is not a depressing story, although I may have made it sound that way. There is a lot of life and humor in it, and warmth in the friendship that builds up between Andy and Red. There is even excitement and suspense, although not when we expect it. But mostly the film is an allegory about holding onto a sense of personal worth, despite everything. If the film is perhaps a little slow in its middle passages, maybe that is part of the idea, too, to give us a sense of the leaden passage of time, before the glory of the final redemption.",1
"I couldn't tell the shock I've been watching in my life, even after watching this movie, I was interested in films with schizophrenic content, but I couldn't live the feeling that I've experienced in this film in any other film.",1
"If Avatar raised the bar high with its stupendous technical accomplishment, then Inception has set the bar even higher with its technical brilliance intertwined with a story that keeps you riveted to your seats till the end. Where Avatar missed out with its otherwise bland storyline, Inception has delivered and how! ''An idea can transform the world'' - the perfectionist Christopher Nolan's unique idea about dreams materialized into Inception and has transformed the very notion of a 'movie'. Nolan, who leaves no stone unturned in hunting out the perfect actors in his films does not make an exception here. Known for bringing out the most engrossing performances from his cast, the vintage Nolan has once again succeeded in making his actors give such effortless executions of their roles thus orchestrating into one of the most intriguing movies ever made.True to Nolan style, Inception keeps you guessing with its thrills and spins, the delicate intricacies that make perfect use of your mind and the engaging visuals that never leave even a single minute boring. One of the most original scripts written by Nolan with fantastic dialogues, the mind-boggling multi-layered film simply entices you with its breathtaking cinematography and superb special effects.You can feel yourself sharing the dreams of the extractors as Dom Cobb, the master extractor goes on stealing ideas from the human mind by sharing dreams. You can feel his emotions as his belief torments his soul and Ariadne's anxiety that his personal pain might actually bring about the downfall of their entire mission. If the movie's first half enchants you with its charm then the second half simply blows your mind. For the first half is the basic lead-up to the actual process of inception shown in the second half, which Dom Cobb takes up as a challenge which would aid him to return to his children.And there lies the multi-layered dream fantasy, a dream within a dream - something you have never seen before. And each layer is executed with such impeccability and intelligence that you cannot help taking your eye off the screen for even a single second.And to top it all Hans Zimmer's association with the movie brings out the best in every scene with his brilliant score.Over the years Leonardo Di Caprio has grown even better as an actor and his latest offering of Cobb, the corporate spy with a tortured mind might finally be enough for an Oscar breakthrough. Ellen Page as the prodigious architect, Ariadne and Joseph Gordon-Levitt as Cobb's team member, Arthur deliver impressive performances. Ken Watanabe's portrayal of a cunning businessman was absolutely just what the movie required. Tom Hardy as the witty forger, Eames and Cilian Murphy as the heir, Fischer Jr with hidden emotions do a commendable job. Last but not the least, Marion Cotillard was haunting and bewitching in her small role as Cobb's deceased wife, Mal who appears in his subconscious.This is by far Nolan's best offering till date. While a single viewing might not be enough to grasp the film entirely, its grandeur will simply mesmerize the audience and cover up any flaw, if it really has any. If Memento, The Prestige and The Dark Knight raised the bar of expectations, then Nolan has simply exceeded those expectations with Inception and makes himself an absolutely compelling candidate for the Academy Awards!",1
"I have watched the Dark Night Multiple times and I am blown away every time.
The Shadows, the Camera Angles the acting WOW. Love this film.",1
"GOAT..... absolutely the greatest movie of all time in my eyes. From the acting to the incredible story line, it keeps you enthralled the entire time. Great beginning and a better ending.",1
"Thrilling, has twists ya wont expect, unique character development",1
"Leading their roles, Freeman and Robbins are truly outstanding.This engagingly, with good heart and simple movie will entertain you marvelously.Red, is jailed because of his wife's murder. He murdered her by disabling the brakes on her car.Andy is the new one in jail, he can't get used to the new life and many prisoners think he's a snob person with obnoxious manners.Finding Red, Andy also finds a way to escape all the obscure treats put in front of him by the prison life. Starting a new life inside prison, first as a librarian then as financial assistant for the prison director, Andy goes through his conviction.But there is one secret that Andy reveals to Red that will change their lives once they're freed.",1
"It is a film that can be watched over and over again, however, it is very predictable and slightly dated...I would recommend ordering in, kicking back and enjoying the movie on a big screen TV with surround sound audio. The mood can get to be a little deep, so if you have any un-mended wounds deep within your soul, make sure to have an endless supply of tissues at hand. It is a film about beating the odds, about injustice and retribution. It isn't really a movie about payback as much as it is about looking inside oneself, seeing the good in life and the digging in of their heels when circumstances become seemingly overwhelming and impossible. The story almost follows the classic structure of the hero's journey and manages to hit every emotional nerve on the way. There is one other movie that I can think of in all of cinema history that has managed to pull that off and it is the princess bride. The princess bride is very light hearted and is nothing like The Shawshank Redemption except for the fact that it is multi faceted and emotional.",1
"I liked this movie because the performances were so good, and because the first part of the movie was just about perfect at creating an atmosphere of yuppie existential nausea. I always like Edward Norton a lot, for a change Brad Pitt gives a decent performance, and the plot is nicely twisted, but ultimately the movie is just dumb. I think that a movie like this can be more than an exercise in style only when the plot makes some sense. The plot in this movie makes no more sense than something like ""Atlas Shrugged"", so the movie is just high class junk. It's pretty hard to discuss the plot without putting in a spoiler, and since the key plot point wasn't obvious to me until shortly before it was exposed (and I had fun figuring out what was going on), I don't want to ruin it for other people. Just don't be fooled by the early part of the movie into thinking that it has anything deep to say.",1
"The Dark Knight is Chris Nolan's best work so far. It has everything you need for a sequel, the characters are evolving, the story proceeds logically, it has action, drama, voltage, funny moments. It's the best example of how a movie should be. The whole cast plays consistently well, but one trumps all. Heath Ledgers performance as the crazy and diabolical clown is with out of doubt the best representation of a villain in a movie. Whenever he leaves the screen you are waiting for his next appearance. This is how a the Joker should be and not the harmless version of 89'. So you can say the Dark Knight is a perfect Batman and almost the best film ever made.9,5 of 10 Bats",1
"The plot was incredible, interesting, script writing superb and 2 of the best actors at the time.The cinematography is brilliant, the dark humour, twists, style. Every element of this film was executed to perfection.This movie set a new standard and precedent in the industry.",1
"What Christopher Nolan did with Batman Begins was amazing enough, but to do it again, and even better this time, was an astonishing accomplishment. It's been 10 years and STILL, people talk about The Dark Knight. The Dark Knight rivals The Avengers as to which comic book movie changed the game of the genre.With The Avengers, it showed how you can build an entire cinematic universe around individual characters just to have them come together and fight alongside each other.With The Dark Knight, it showed that comic book movies could go the extra mile, doing different things that you wouldn't expect from the genre. It's been called the comic book movie that even people who don't like comic book movies will watch.The Dark Knight takes the Batman character and puts him in situations that are not only very dangerous, but with a little pressure from The Joker (played brilliantly by Heath Ledger), it puts the main hero in a situation that has him questioning his own morals.The Dark Knight is the gold standard for superhero movies.",1
"The Dark Knight is an overwhelming experience. For a two and a half hour movie, it really goes by fast. I've seen it twice so far and I intend to see it again. The film's plot is simple: While Harvey Dent, Commissioner Gordon, and Batman try to bring down the Mob, the Joker outsmarts them at every turn. The fight to stop the Joker becomes more than a fight to stop crime, however. The Joker attempts to bring out the worst in everybody, to prove that we are all as mad as him. He targets the people that everybody holds most dear: hospital patients, civilians, politicians, cops, and the woman Bruce Wayne and Harvey Dent love, Rachel Dawes. Batman and Harvey Dent have to struggle to prove they are better men than the Joker.Heath Ledger gives an outstanding performance as the Joker. He slips into the role like a glove, something Jack Nicholson really could not do because his personality was too strong. They utilized Ledger perfectly. He steals the show whenever he is on screen but it never feels like he is overshadowing Batman. One thing Christopher Nolan portrayed correctly was that the Joker is really only funny to himself. His ""humor"" is so sick I think audiences laugh only because they are uncomfortable. As many critics have noted, The Dark Knight works as a legitimate crime drama as well as a superhero movie. All of the Joker's schemes would fit right into a movie like Silence of the Lambs or Seven. They are so intense I was at the edge of my seat whenever he was on screen. I particularly liked his announcement to Gotham City that if a certain individual (can't recall his name) was not dead within 60 minutes, he would blow up a hospital. It was the perfect type of scheme for the Joker. With every scheme, explosion, and every person killed, the Joker pushes Batman to his limits.The entire cast gives an all around good job. Aaron Eckhart gives a good performance as Harvey Dent, at least as good as the script allowed him to. The combination of make-up and CGI for his face was perfect. Christian Bale was even more intense this time around, although his voice is sometimes grating. The scene where he interrogates the Joker is the most suspenseful scene in the movie. I should also note that the action scene editing was a major improvement over Batman Begins. Sometimes Nolan cuts a little too quickly but it is not as distracting this time.I only have a few minor criticisms (Big time SPOILERS). I still do not like Christopher Nolan's Gotham City. I understand he went for the modern look to give it a more realistic, serious feel, but Gotham has never looked modern in the comics. I just think Gotham should have a distinctive look. Maggie Gyllenhall, while better than Katie Holmes, sometimes acted a little out of character for an assistant D.A. Finally, I think they should have saved Two-Face for the third movie. Killing him off in this movie made his story feel a little rushed. I can't think of another Batman bad guy whose story can really compare to Harvey Dent's. They are going to have a tough time coming up with a bad guy for the third film. Nevertheless Harvey Dent's story arc is tragic and effective. Harvey Dent represented the hope and strength Gotham needed to overcome evil. He was written and portrayed a million times better than he was in Batman Forever. His fall from grace gives Joker the last laugh, and Batman has to cover up everything Two-Face did so as not to hurt Gotham's morale. Still, The Dark Knight is going to be hard to top, and I wish them good luck on the third installment. I look forward to seeing where they will take the Batman character. The Dark Knight stands towards the top of the list of best Superhero movies for its perfect portrayal of the characters and all around intensity.",1
"This is one of those films that seems to confuse a lot of people. Certainly the majority of my friends and family have said they were confused by it. I think that it's more likely they were unused to a film that doesn't do all the work for you.Do I wish to elaborate? No. If you watch it, really WATCH it, you'll love it, but if you want to spend more time looking at your phone (like one friend did) then you probably won't and that is yours, not the films.There is a lot of subtext to keep track of and there are a number of visual and audible references that only the quick witted will pick up on at first viewing.It is, however, like a good book: in that it gets better the second time around. In fact, the more you see it, the more references, hints and clues you'll be able to pick up on, and the more you'll appreciate the work that went into the film, I certainly didn't get them all first time round and doubt many (if any) could.Not much gets a 10/10 from me, but this does.So what are you waiting for?",1
One of the best movies I can remember seeing. Does it get any better? Layers on layers on layers and all the talent involved were perfection.,1
"The plot of the movie was one of the best ones that I have ever seen especially the fact that it treats in a dramatic and cinematic way one of the oldest and never answered mysteries of life and existence: what is real? and what is True - with capital T-. DiCaprio has done a great job and his acting was canonical here in that movie along with other actors. Because the theme of the movie is of philosophical nature it could not fully escape the paradoxes and the illogical and this is normal due the complexity of that topic. This made me think whether we are in a dream or we are like the inception in a augmented reality that we created for ourselves and how we know that we are really awake or dreaming. Maybe death as the kick of inception for us; it only awakens us to another layer of reality. The soundtrack of the movie is also inspiration with one of the french master pieces of music ""Je Ne Regrette Rien"" for Edith Piaf.",1
"-----spoiler within------ I don't know if you will like this review but I tried my best to deliver what I want to say (Actually it's just some words) about movie?? and what is the movie???? ""THE DARK KNIGHT"" (after I saw it?it's my best movie of all time) some of you may say; what the hell you are talking about ,,where is the 'THE GODFATHER"" , well THE GODFATHER was my best movie of all time and I thought it will never change but what happened is a miracle.Batman Begins was the best comic-book film ever and it was one of the best C.Nolan's films (actually?exception of his debut film, Following¸ the man has never made a movie that didn't end up on IMDb top movies list, and my top ten list) , and comparing BB to TDK , BB look like an opening scene for TDK, it's really that's epic. TDK is epic, dark, emotional, that you don't want this movie end, you feel the chill from the beginning to the end, every scene is a gem to surround the crown (the film) , thanks from all my heart and the people who waited this movie and got what exceeded the world's imagination, thanks to whole crew from the director to the last person in this franchise .All the actors did memorable acting and I salute them for that,"" Bale""(my favorite actor because his capability mentally and physically) the only actor who justify Bruce Wayne ?Batman, ""Oldman"" makes you believe that they clowned Gordon from the comic, perfect, ""Caine"" the father Bruce didn't have and the adviser for him , ""Eckhart"" the white knight, the real Two-face, better than Tommy lee ?? hell yes,100000000000 times, the new face Maggie Gyllenhall who beautifully portrayed the love of Dent and Bruce ,she brought more softness than Kate,"" Freeman"" the thinking man for Wayne's company and Batman's supplier for gears and gadgets.And Of course the Oscar-worthy actor the late ""Heath Ledger ""who didn't just portrayed The Joker, he portrayed pure evil, chaotic , psychopath, Mass murderer and the bad ass villain of all time, the whole film I tried to find one proof that this guy wearing Joker make up is Heath but I couldn't ( you can't of course, Heath didn't locked up on himself month for nothing ) he bounded with the character like magnet, every scene he stole the show and every scene is a star on this movie ( my favorite scene is the pencil trick ) can he win an Oscar ???? Not just the Oscar, he must win every award known to human, he devoted himself to this role like he knew that he is going to die. (After Heath's performance as The Joker I am sure that any body will take his role will be in his shadow and will never top him, only if GOD will)Is it better than THE GODFATHER??? For me yes...But why??? THE GODFATHER is classic, original; you don't feel that you see a movie you feel this is a true story and you fell what the feel and the actors were the best of the best of their time? Now let's try that with TDK ,it's not classic but it well be with time ,original ,story that make you think Batman is on earth and living with us ,the atmosphere of the movie the screen writing the unbelievable acting, the phenomenal job Director , the great composers Hans Zimmer and James Newton Howard how brought the real theme and the hunting music to this movie and make it epic and dark ,they really knew how to deliver a score about evil, chaos ,distraction ,hope ,courage, love, Hero, sacrifice and reality??.When you see TDK you don't see the comic superhero colorful and no-body-die thing, no here you see the real world of crime ,blood ,bombs ,the world is burning here, there is scene where Bruce telling Alfred : ( there is people dying Alfred what you want me to do ) or something like that , I mean this is not for kids, it's for adult , the plot will not be easy for the kids under 16 or even 18 to understand ????? I don't know what to say but this is will be on top of the movies for a long time, I hope, maybe till Nolan tell us that he will complete the trilogy and that will be such a risky move by him because I don't know how can he tops this movie but I hope he do and break the dreaded comic-book film trilogy curse.About the rating of ""IMDb's"" 250 film of all-time, as someone wrote: TDK will most definitely slide down the list. Why??? Because the jealous fans of movies that are in the top 10-20 will not like that TDK has bested their favorite movies, and these losers will spend the next weeks making multiple accounts and constantly voting the movie 1/10, this people will make it their life's job to find anyway possible to lower TDK's raring and bring it down. And I say to them what ever you do or what you going to do THE DARK KNIGHT HAS WON ,and it has dethroned THE GODFATHER as the #1 IMDb movie of all time , if only for a couple of days . There is NO OTHER movie done that, and it's the first movie of all time to cross more than $300 million in less than two weeks, and after TDK done his mission, KNOW WE (THE FANS) MUST CONTUNIE OUR MISSION BY SUPPORT THIS MOVIE AND SAVE IT FROM THE LOSERS WHO WANT TO BRING THIS MOVIE DOWN.Thanks and excuse my English??.",1
"The best Batman AND one of the best superhero movies of all time!This movie was perfection and will be hard to top - as another Batman film, or even an other superhero film. The closest being Ironman.Finally, an honestly reviewed film with the true overall average - 9/10.Stunning visuals, acting, writing and directing!A perfect 10/10 from me!",1
"The bottom line, is that this film was incredible from the acting all the way to the physical stunts throughout the movie. The joker was played with extreme talent and passion. I thought that this was a legitimate villain - rather than a simple comic book character. The whole movie idea and ""Gotham City"" seems real and throughout the movie, you realize what happens there, could indeed happen in real life.The promotion and advertisement for the movie was unbelievable. The nation was ready to sit back in the theater and enjoy an action-packed film with endless boundaries. People were so loyal in fact, when my girlfriend and I went, there was a line for our movie (that started at 11:00PM) by 9:30PM. Moreover, there was a line that began the exact same time for the IMAX showing, which started at 12:00AM.I've never experienced such a satisfied crowd at the end of the movie. The theater was filled with clapping and cheering - along with the occasional one person every now and then screaming ""Yeah!"" Go see the movie it's a good time, but not exactly for the whole family. It has some language and suggestive material, not to mention all of the various explosions and gunfights, so keep the smaller ones home.",1
"Tim Robbins and Morgan Freeman give us some of the most memorable performances of all times.  In this wonderful adaptation of S. Kings short story, the human spirit and hope triumph over injustice and ""the system"". It will make you think.  No doubt this will go down as one of the best dramatic movies of all times.  I can't say too much or I will spoil it.",1
I NEVER get tired of seeing this movie. I like period pieces. And the acting and cinematography is ON POINT. This is my favorite film.,1
"This movie is excellent. From all directions this movie reaches perfection. The writing, the score, the acting, the directing, the cinematography, even the lighting is done just right. All these elements working in concert make this movie easily one of the best movies ever made. Brad Pitt and Edward Norton together make for an outstanding performance. This is a movie that you can watch over and over. I catch something new each time I view it. It also leaves you feeling that everything is resolved, yet still wanting to see more. Brad Pitt's performance is another one for the books. Like in Snatch, Kalifornia, and 12 Monkeys, he has gone beyond the normal standard of good acting to bring one of the best performances of his lifetime. This movie is a real treat. Watch it.",1
"Was the perfect movie
it was the best series of batman movies i have been seen.",1
This movie fulfills my all expectation. Christopher Nolan tooks Batman an another place.,1
The best lovie ever made! Morgan Freeman forever. A+++++++++,1
This movie honestly is mind blowing and extremely difficult to understand. I've watched it severals times and still couldn't make it out thoroughly.,1
"I guess it comes down to a simple choice, really. Get busy living, or get busy dying.Remember Red, hope is a good thing, maybe the best of things, and no good thing ever dies.I have to remind myself that some birds aren't meant to be caged. Their feathers are just too bright. And when they fly away, the part of you that knows it was a sin to lock them up DOES rejoice. But still, the place you live in is that much more drab and empty that they're gone. I guess I just miss my friend.",1
"3 years after Batman begins people start talking about ""The Dark Knight"", and how good it was the film,i didn't understand the hype until i saw it one night on the TV, and it wasn't good, it was freaking awesome.For me, The Dark Knight its probably the best superhero movie to the date and i like to explain why:It was better than Batman Begins? Of course it was(at least for me), this movie repairs the aspects that Batman begins didn't do correctly(I still love Batman Begins) -The drama is spectacular. -its even darker than the first one. -The Car chase is awesome and its one of the best scenes of the movie. -The Action scenes are now great.Why its good by itself? -The casting again its great. -The soundtrack is as good as Batman begins. -The acting is fantastic. -The writing is good. -The Character Development is great, the movie makes every character interesting and important( more than Batman Begins) and it shows how important are their decisions and why the drama is spectacular.What about the villains? -The Joker, honestly for me and like everyone, was the best character and thing of the movie, its menacing, its scary, interesting and intimidating, again the acting is amazing.Heath Ledger did an amazing job.-I frankly didn't expect that Aaron Eckhart could play the role of Harvey Dent SO GOOD, he is just as scary and intimidating as the Joker(at least for me).My only concern is: -Harvey dent time screen( I would like to see more of this character in this film instead of a few scenes).But this is just a minor concern, at the end i think this movie works perfectly.For a 2.5 hour movie, i didn't get bored at any moment, not even when they show the replay again and again and again on TV, its still more interesting than other superhero movies, and one of my favorites. A highly recommended movie.10/10",1
Does anyone know who Tyler Durden is? Been hearing a lot about him...,1
"Of course I have not seen every comic book movie. I know that but of all the movies I have seen, this is by far the best. The dark side of this movie is so deep that at times it is hard to believe parents would take their 13-year-old kids to see this movie. Personally I would have nightmares if I was 13. Christian Bale pulls the batman role off perfectly. The joker leaves me speechless in every scene. There are no corny one-liners like you expect from a comic book movie: this is not Iron Man or Spider Man (although I did enjoy Iron Man). This series is so much more serious and creepier than the previous batman movies. Just looking at the Joker puts a chill down your spine. Seeing the events in the movie are enjoyable for everyone, you don't have to be a fan of the batman comics or comic books to include this movie in your all time favorites. I am not going to give Heath Ledger pity points. I have been excited about him playing the Joker since they announced it and he has lived up to my expectations and far surpassed them. I would not take your 7 year old boy to see this movie. PG-13 in this case means it. Heath Ledger's character is far scarier than any comic book villain I have ever seen. The dark parts of this movie make it unbelievable. Perhaps this is my personality speaking; my favorite album of all time is ""The Downward Spiral"" by Nine Inch Nails; but after seeing this movie Wednesday night I went home and listened to the entire album (not going to bed until past 5 am). When the credits start rolling and you see it read ""In memory of our friends Heath Ledger and Conway Wickliffe"" it hits you that Ledger is dead. This is his best performance (excluding ""The Imaginarium of Doctor Parnassus"") and it makes you realize how brilliant he was and what a loss it is for him to be gone. But don't go into the movie with that on your mind. Enjoy the movie. I did. Is it my favorite movie of all time? No. But it is definitely in my top five.",1
"At its release, I had tried to watch ´Batman Begins´ on several occasions but hadn´t managed to follow the story. I therefore hadn´t felt like watching ´The Dark Knight´ until tonight.
It is as dark as the first one but I found a better control of the characters, a more interesting story, and the dark universe appropriately used.
There is great action, great acting, the story is interesting and makes sense.
I would ´only´ rate it 8 as there are other action films that are just as good. The difference here is probably the stunning performance Heath Ledger is delivering as the Joker that deserves a 10. To be watched in his loving memory.",1
The plot of the story is well scripted and played. Their is nothing less to except from a superhero movie,1
"You people I will never understand. Everyone who says this is a waste of time, read! First off whoever thinks they want to start there own Fight Club or thought the fighting was ""cool"" missed the whole point. Then the people who thought the movie was a heap of trash cause it was to preachy or what ever. Well you missed the boat. I can't explain why but the movie is so much more. You people are just scratching the surface of this killer movie. I never once to myself thought ""This would be cool if we really did it."" Or thought about fighting someone. If you think the movie was about fighting you totally just thought of the title and went in to it one minded. I saw this movie with a clear mind and was blown away. Watch again or for the first time. You will be happy!",1
"Great movie for all time!!!
Great script, great directing and a great twist at the end of the movie.
Revised 1,000 times!!!",1
"I love ""Batman Begins"" and was curious how they could top that as a Batman movie. I was never a huge fan of the Batman films of the 80's/90's and it was because I thought they were too flashy and colorful and not nearly dark enough. So, when ""Batman Begins"" came out I was psyched to see that they put a real human element and created a superhero that you believed could do half the stuff that he was doing! At the end of Batman Begins they announced the Joker would be the villain in the next film and I was a bit worried. Simply because every Joker I had seen was too comedic, and not dark enough. And then when I heard that Heath Ledger would be portraying him I really was worried. Not that I didn't think Heath was a good actor, in fact I thought he was great in the Patriot, and Brokeback Mountain, I just couldn't imagine such a ""handsome"" man playing the Joker.Chris Nolan's vision proved me wrong. MY GOD did Heath Ledger perform. I really wanted this Joker to be psychotic and I was fulfilled beyond my imagination! Ledger puts everything into this performance and it's creepy, funny, disturbing, and just plain brilliant. I know that no one could've imagined Ledger's tragic death, but even though he is gone I don't think Nolan planned to bring Joker back. I think when Joker says at the end ""We are destined to continue doing this forever"" to Batman it's Nolan telling us that it's an ongoing battle that batman will fight, but we don't need to see it so much.They should not bring the Joker back. To me it would be an insult to Ledgers performance. No one will top that, EVER! He was perfect in the role and that should cement that character on the silver screen for eternity.The rest of the cast is awesome as well. Bale as Batman/Wayne is great again. He is the best Batman/Wayne that there's been to date. And I like the fact that he said he'll be Batman until they want to bring in Robin. Please Hollywood, keep that sidekick out of the series. It just doesn't translate well on the big screen.So, why am I giving this 9 out of 10 stars and not 10. There is one scene that I thought did not belong in the movie, and it was near the beginning which had me a little worried at first. I understand the reasoning behind it, but I didn't like that they brought Scarecrow back for one scene. It felt, to me, like the actor that plays Scarecrow was looking for a paycheck and I didn't think they needed the ""Fake Batmen"" needed to be helping capture that villain. They could've just had some random thug, I don't know why they had to bring him back just for that.But, that is a very minor complaint and the movie is simply amazing. It's playing in Imax around here and I can't wait to go back and see it at that theater!",1
